timestamp,datetime,left_velocity_ms,left_pwm,right_velocity_ms,right_pwm
1763585862.2880685,2025-11-19 17:57:42.288,0.0,140.0,0.0,140.0
1763585862.3042195,2025-11-19 17:57:42.304,0.0,140.0,0.0,140.0
1763585862.3043005,2025-11-19 17:57:42.304,0.0,140.0,0.0,140.0
1763585862.3202767,2025-11-19 17:57:42.320,0.0,140.0,0.0,140.0
1763585862.3203204,2025-11-19 17:57:42.320,0.0,140.0,0.0,140.0
1763585862.3359098,2025-11-19 17:57:42.335,0.0,140.0,0.0,140.0
1763585862.3359716,2025-11-19 17:57:42.335,0.0,140.0,0.0,140.0
1763585862.3517802,2025-11-19 17:57:42.351,0.0,140.0,0.0,140.0
1763585862.3518329,2025-11-19 17:57:42.351,0.0,140.0,0.0,140.0
1763585862.366946,2025-11-19 17:57:42.366,0.0,140.0,0.0,140.0
1763585862.3669891,2025-11-19 17:57:42.366,0.0,140.0,0.0,140.0
1763585862.3825521,2025-11-19 17:57:42.382,0.0,140.0,0.0,140.0
1763585862.3826048,2025-11-19 17:57:42.382,0.0,140.0,0.0,140.0
1763585862.3936021,2025-11-19 17:57:42.393,0.0,140.0,0.0,140.0
1763585862.4017942,2025-11-19 17:57:42.401,0.0,140.0,0.0,140.0
1763585862.4065752,2025-11-19 17:57:42.406,0.0,140.0,0.0,140.0
1763585862.426945,2025-11-19 17:57:42.426,0.0,140.0,0.0,140.0
1763585862.4270205,2025-11-19 17:57:42.427,0.0,140.0,0.0,140.0
1763585862.4433117,2025-11-19 17:57:42.443,0.0,140.0,0.0,140.0
1763585862.443365,2025-11-19 17:57:42.443,0.0,140.0,0.0,140.0
1763585862.459273,2025-11-19 17:57:42.459,0.0,140.0,0.0,140.0
1763585862.4593182,2025-11-19 17:57:42.459,0.0,140.0,0.0,140.0
1763585862.474841,2025-11-19 17:57:42.474,0.0,140.0,0.0,140.0
1763585862.4749143,2025-11-19 17:57:42.474,0.0,140.0,0.0,140.0
1763585862.4910328,2025-11-19 17:57:42.491,0.0,140.0,0.0,140.0
1763585862.4913797,2025-11-19 17:57:42.491,0.0,140.0,0.0,140.0
1763585862.5070844,2025-11-19 17:57:42.507,0.0,140.0,0.0,140.0
1763585862.5071702,2025-11-19 17:57:42.507,0.0,140.0,0.0,140.0
1763585862.5100236,2025-11-19 17:57:42.510,0.0,140.0,0.0,140.0
1763585862.5258954,2025-11-19 17:57:42.525,0.0,140.0,0.0,140.0
1763585862.5259495,2025-11-19 17:57:42.525,0.0,140.0,0.0,140.0
1763585862.5569453,2025-11-19 17:57:42.556,0.0,140.0,0.0,140.0
1763585862.5569942,2025-11-19 17:57:42.556,0.0,140.0,0.0,140.0
1763585862.5570066,2025-11-19 17:57:42.557,0.0,140.0,0.0,140.0
1763585862.5725043,2025-11-19 17:57:42.572,0.0,140.0,0.0,140.0
1763585862.5725887,2025-11-19 17:57:42.572,0.0,140.0,0.0,140.0
1763585862.5926366,2025-11-19 17:57:42.592,0.0,140.0,0.0,140.0
1763585862.5927393,2025-11-19 17:57:42.592,0.0,140.0,0.0,140.0
1763585862.592774,2025-11-19 17:57:42.592,0.0,140.0,0.0,140.0
1763585862.6086388,2025-11-19 17:57:42.608,0.0,140.0,0.0,140.0
1763585862.608782,2025-11-19 17:57:42.608,0.0,140.0,0.0,140.0
1763585862.6404603,2025-11-19 17:57:42.640,0.0,140.0,0.0,140.0
1763585862.6405735,2025-11-19 17:57:42.640,0.0,140.0,0.0,140.0
1763585862.6406085,2025-11-19 17:57:42.640,0.0,140.0,0.0,140.0
1763585862.6565566,2025-11-19 17:57:42.656,0.0,140.0,0.0,140.0
1763585862.6569657,2025-11-19 17:57:42.656,0.0,140.0,0.0,140.0
1763585862.6726518,2025-11-19 17:57:42.672,0.0,140.0,0.0,140.0
1763585862.6727455,2025-11-19 17:57:42.672,0.0,140.0,0.0,140.0
1763585862.6727772,2025-11-19 17:57:42.672,0.0,140.0,0.0,140.0
1763585862.693679,2025-11-19 17:57:42.693,0.0,140.0,0.0,140.0
